Run,analyte_type,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,biospecimen_repository,biospecimen_repository_sample_id,body_site,Bytes,Center Name,Consent_Code,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,gap_accession,histological_type,Instrument,is_tumor,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,study_design,study_name,submitted_subject_id
SRR10826748,RNA,RNA-Seq,100,979902300,PRJNA568199,SAMN13717579,BrainDevelopment_Autism,RNAID1934-26345346_RNAID1934_S46_L003,Brain,428705709,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500514,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1934-26345346_RNAID1934_S46_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1934-26345346_RNAID1934_S46_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1934
SRR10826749,RNA,RNA-Seq,100,921107800,PRJNA568199,SAMN13717249,BrainDevelopment_Autism,RNAID1935-27339336_RNAID1935_S41_L004,Brain,403701185,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500515,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1935-27339336_RNAID1935_S41_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1935-27339336_RNAID1935_S41_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1935
SRR10826750,RNA,RNA-Seq,100,909613500,PRJNA568199,SAMN13717069,BrainDevelopment_Autism,RNAID1935-27339336_RNAID1935_S41_L005,Brain,399214952,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500516,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1935-27339336_RNAID1935_S41_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1935-27339336_RNAID1935_S41_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1935
SRR10826751,RNA,RNA-Seq,100,918253400,PRJNA568199,SAMN13717000,BrainDevelopment_Autism,RNAID1935-27339336_RNAID1935_S41_L006,Brain,402354082,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500517,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1935-27339336_RNAID1935_S41_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1935-27339336_RNAID1935_S41_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1935
SRR10826752,RNA,RNA-Seq,100,862614800,PRJNA568199,SAMN13717341,BrainDevelopment_Autism,RNAID1935-27642669_RNAID1935_S41_L003,Brain,374794763,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500518,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1935-27642669_RNAID1935_S41_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1935-27642669_RNAID1935_S41_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1935
SRR10826753,RNA,RNA-Seq,100,869574300,PRJNA568199,SAMN13716851,BrainDevelopment_Autism,RNAID1936-25973953_RNAID1936_S63_L005,Brain,366588515,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500519,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1936-25973953_RNAID1936_S63_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1936-25973953_RNAID1936_S63_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1936
SRR10826754,RNA,RNA-Seq,100,870817100,PRJNA568199,SAMN13717004,BrainDevelopment_Autism,RNAID1936-25973953_RNAID1936_S63_L006,Brain,366662522,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500520,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1936-25973953_RNAID1936_S63_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1936-25973953_RNAID1936_S63_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1936
SRR10826755,RNA,RNA-Seq,100,908380200,PRJNA568199,SAMN13717413,BrainDevelopment_Autism,RNAID1936-26115319_RNAID1936_S63_L005,Brain,387913109,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500521,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1936-26115319_RNAID1936_S63_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1936-26115319_RNAID1936_S63_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1936
SRR10826756,RNA,RNA-Seq,100,916744500,PRJNA568199,SAMN13717534,BrainDevelopment_Autism,RNAID1936-26115319_RNAID1936_S63_L006,Brain,391645426,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500522,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1936-26115319_RNAID1936_S63_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1936-26115319_RNAID1936_S63_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1936
SRR10826757,RNA,RNA-Seq,100,916126800,PRJNA568199,SAMN13717309,BrainDevelopment_Autism,RNAID1936-26341366_RNAID1936_S63_L003,Brain,400690109,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500523,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1936-26341366_RNAID1936_S63_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1936-26341366_RNAID1936_S63_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1936
SRR10826758,RNA,RNA-Seq,100,953535300,PRJNA568199,SAMN13717350,BrainDevelopment_Autism,RNAID1937-26124157_RNAID1937_S70_L008,Brain,406693862,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500524,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1937-26124157_RNAID1937_S70_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1937-26124157_RNAID1937_S70_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1937
SRR10826759,RNA,RNA-Seq,100,890995200,PRJNA568199,SAMN13717205,BrainDevelopment_Autism,RNAID1937-26345348_RNAID1937_S91_L005,Brain,391914467,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500525,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1937-26345348_RNAID1937_S91_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1937-26345348_RNAID1937_S91_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1937
SRR10826760,RNA,RNA-Seq,100,945686800,PRJNA568199,SAMN13717243,BrainDevelopment_Autism,RNAID1937-26345348_RNAID1937_S91_L006,Brain,410457667,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500526,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1937-26345348_RNAID1937_S91_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1937-26345348_RNAID1937_S91_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1937
SRR10826761,RNA,RNA-Seq,100,957806400,PRJNA568199,SAMN13716680,BrainDevelopment_Autism,RNAID1937-26345348_RNAID1937_S91_L007,Brain,416358061,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500527,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1937-26345348_RNAID1937_S91_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1937-26345348_RNAID1937_S91_L007,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1937
SRR10826762,RNA,RNA-Seq,100,948470200,PRJNA568199,SAMN13716973,BrainDevelopment_Autism,RNAID1937-26345348_RNAID1937_S91_L008,Brain,411301786,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500528,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1937-26345348_RNAID1937_S91_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1937-26345348_RNAID1937_S91_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1937
SRR10826763,RNA,RNA-Seq,100,919227300,PRJNA568199,SAMN13717054,BrainDevelopment_Autism,RNAID1938-25954120_RNAID1938_S57_L005,Brain,386764182,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500529,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1938-25954120_RNAID1938_S57_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1938-25954120_RNAID1938_S57_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1938
SRR10826764,RNA,RNA-Seq,100,920620100,PRJNA568199,SAMN13717285,BrainDevelopment_Autism,RNAID1938-25954120_RNAID1938_S57_L006,Brain,386909726,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500530,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1938-25954120_RNAID1938_S57_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1938-25954120_RNAID1938_S57_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1938
SRR10826765,RNA,RNA-Seq,100,958551300,PRJNA568199,SAMN13716698,BrainDevelopment_Autism,RNAID1938-26123157_RNAID1938_S57_L005,Brain,408618076,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500531,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1938-26123157_RNAID1938_S57_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1938-26123157_RNAID1938_S57_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1938
SRR10826766,RNA,RNA-Seq,100,966517300,PRJNA568199,SAMN13717210,BrainDevelopment_Autism,RNAID1938-26123157_RNAID1938_S57_L006,Brain,412142805,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500532,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1938-26123157_RNAID1938_S57_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1938-26123157_RNAID1938_S57_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1938
SRR10826767,RNA,RNA-Seq,100,963919500,PRJNA568199,SAMN13717576,BrainDevelopment_Autism,RNAID1938-26325384_RNAID1938_S57_L003,Brain,420778655,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500533,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1938-26325384_RNAID1938_S57_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1938-26325384_RNAID1938_S57_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1938
SRR10826768,RNA,RNA-Seq,100,963352900,PRJNA568199,SAMN13717016,BrainDevelopment_Autism,RNAID1939-26123142_RNAID1939_S80_L008,Brain,409869996,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500534,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1939-26123142_RNAID1939_S80_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1939-26123142_RNAID1939_S80_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1939
SRR10826769,RNA,RNA-Seq,100,899682700,PRJNA568199,SAMN13716832,BrainDevelopment_Autism,RNAID1939-26336368_RNAID1939_S101_L005,Brain,395019424,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500535,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1939-26336368_RNAID1939_S101_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1939-26336368_RNAID1939_S101_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1939
SRR10826770,RNA,RNA-Seq,100,955227900,PRJNA568199,SAMN13717119,BrainDevelopment_Autism,RNAID1939-26336368_RNAID1939_S101_L006,Brain,413893882,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500536,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1939-26336368_RNAID1939_S101_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1939-26336368_RNAID1939_S101_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1939
SRR10826771,RNA,RNA-Seq,100,966764700,PRJNA568199,SAMN13717172,BrainDevelopment_Autism,RNAID1939-26336368_RNAID1939_S101_L007,Brain,419536079,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500537,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1939-26336368_RNAID1939_S101_L007,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1939-26336368_RNAID1939_S101_L007,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1939
SRR10826772,RNA,RNA-Seq,100,956933800,PRJNA568199,SAMN13716989,BrainDevelopment_Autism,RNAID1939-26336368_RNAID1939_S101_L008,Brain,414225066,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500538,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1939-26336368_RNAID1939_S101_L008,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1939-26336368_RNAID1939_S101_L008,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1939
SRR10826773,RNA,RNA-Seq,100,882987800,PRJNA568199,SAMN13717515,BrainDevelopment_Autism,RNAID1940-25954138_RNAID1940_S32_L004,Brain,371972319,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500539,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1940-25954138_RNAID1940_S32_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1940-25954138_RNAID1940_S32_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1940
SRR10826774,RNA,RNA-Seq,100,885540400,PRJNA568199,SAMN13717336,BrainDevelopment_Autism,RNAID1940-25954138_RNAID1940_S32_L005,Brain,372709718,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500540,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1940-25954138_RNAID1940_S32_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1940-25954138_RNAID1940_S32_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1940
SRR10826775,RNA,RNA-Seq,100,942691600,PRJNA568199,SAMN13716940,BrainDevelopment_Autism,RNAID1940-26113321_RNAID1940_S32_L003,Brain,402008137,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500541,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1940-26113321_RNAID1940_S32_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1940-26113321_RNAID1940_S32_L003,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1940
SRR10826776,RNA,RNA-Seq,100,933031900,PRJNA568199,SAMN13717034,BrainDevelopment_Autism,RNAID1940-26113321_RNAID1940_S32_L004,Brain,397562826,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500542,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1940-26113321_RNAID1940_S32_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1940-26113321_RNAID1940_S32_L004,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1940
SRR10826777,RNA,RNA-Seq,100,947127800,PRJNA568199,SAMN13716872,BrainDevelopment_Autism,RNAID1940-26113321_RNAID1940_S32_L005,Brain,404101355,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500543,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1940-26113321_RNAID1940_S32_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1940-26113321_RNAID1940_S32_L005,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1940
SRR10826778,RNA,RNA-Seq,100,956896400,PRJNA568199,SAMN13716788,BrainDevelopment_Autism,RNAID1941-27335350_RNAID1941_S33_L004,Brain,412661893,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500544,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1941-27335350_RNAID1941_S33_L004,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1941-27335350_RNAID1941_S33_L004,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1941
SRR10826779,RNA,RNA-Seq,100,945789800,PRJNA568199,SAMN13717568,BrainDevelopment_Autism,RNAID1941-27335350_RNAID1941_S33_L005,Brain,408522750,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500545,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1941-27335350_RNAID1941_S33_L005,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1941-27335350_RNAID1941_S33_L005,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1941
SRR10826780,RNA,RNA-Seq,100,953025800,PRJNA568199,SAMN13716896,BrainDevelopment_Autism,RNAID1941-27335350_RNAID1941_S33_L006,Brain,410841582,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500546,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1941-27335350_RNAID1941_S33_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1941-27335350_RNAID1941_S33_L006,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1941
SRR10826781,RNA,RNA-Seq,100,870418200,PRJNA568199,SAMN13717582,BrainDevelopment_Autism,RNAID1941-27648660_RNAID1941_S33_L003,Brain,372527310,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500547,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1941-27648660_RNAID1941_S33_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1941-27648660_RNAID1941_S33_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1941
SRR10826782,RNA,RNA-Seq,100,866590400,PRJNA568199,SAMN13717230,BrainDevelopment_Autism,RNAID1944-27347330_RNAID1944_S9_L001,Brain,375994498,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500548,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1944-27347330_RNAID1944_S9_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1944-27347330_RNAID1944_S9_L001,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1944
SRR10826783,RNA,RNA-Seq,100,818042700,PRJNA568199,SAMN13717059,BrainDevelopment_Autism,RNAID1944-27347330_RNAID1944_S9_L002,Brain,350821048,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500549,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1944-27347330_RNAID1944_S9_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1944-27347330_RNAID1944_S9_L002,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1944
SRR10826784,RNA,RNA-Seq,100,826488600,PRJNA568199,SAMN13717480,BrainDevelopment_Autism,RNAID1944-27347330_RNAID1944_S9_L003,Brain,354929275,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500550,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1944-27347330_RNAID1944_S9_L003,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1944-27347330_RNAID1944_S9_L003,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1944
SRR10826785,RNA,RNA-Seq,100,766562100,PRJNA568199,SAMN13717510,BrainDevelopment_Autism,RNAID1944-27650642_RNAID1944_S9_L001,Brain,328454244,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500551,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1944-27650642_RNAID1944_S9_L001,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1944-27650642_RNAID1944_S9_L001,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1944
SRR10826786,RNA,RNA-Seq,100,761451000,PRJNA568199,SAMN13717314,BrainDevelopment_Autism,RNAID1944-27650642_RNAID1944_S9_L002,Brain,322886054,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500552,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1944-27650642_RNAID1944_S9_L002,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1944-27650642_RNAID1944_S9_L002,female,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1944
SRR10826787,RNA,RNA-Seq,100,947703200,PRJNA568199,SAMN13717147,BrainDevelopment_Autism,RNAID1945-25947145_RNAID1945_S52_L006,Brain,403918138,NIMH-PHS001900,1,GRU,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.dbgap,s3.us-east-1",SRX7500553,phs001900,Neocortex,Illumina HiSeq 2500,No,RNAID1945-25947145_RNAID1945_S52_L006,PAIRED,Oligo-dT,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-03-09T00:00:00Z,RNAID1945-25947145_RNAID1945_S52_L006,male,SRP239428,Prospective Longitudinal Cohort,Genetic Control of Expression and Splicing in Developing Human Brain,1945
